,뉴스제목,주가변동
433,"""미·중 무역분쟁, 더 나빠질 것도 없지만 증시 상승 기대는 일러""",0
434,증시요약(10) - 기술적 분석 특징주 B(코스닥),0
435,[e공시 눈에 띄네]코스닥-30일,0
436,"[신규상장] '정수기 카본 필터 최강자' 한독크린텍, 5일 코스닥 입성",0
437,"에스에이엠티(031330)소폭 상승세 +3.20%, 외국계 매수 유입",0
438,"에치에프알(230240)소폭 상승세 +3.27%, 52주 신고가",0
439,"지트리비앤티, 주식등의 대량보유자 소유주식수 변동",0
440,"[특징주]바이오株, 헬릭 쇼크에 동반 약세…낙폭은 제한적",0
441,"헬릭스미스 쇼크…노한 개미, 노난 외국인",0
442,대형악재에도 시장은 평온…코스피 두달만에 2100 회복,0
443,"`임상실패, 더 이상 놀랍지 않다`…바이오株 무덤덤",0
444,[코스닥 마감]이틀째 하락..헬릭스미스 하한가,0
445,[e공시 눈에 띄네]코스닥-23일,0
446,"[특징주] 현대차, 美 앱티브와 4.8조 규모 자율주행합작사 설립…관련株 강세",0
447,"코스피, 13일 연속 오르며 두 달 만에 2100선 회복… 코스닥 640선",0
448,"[굿모닝 증시]""유럽 경제 부진 확인""…헬릭스미스 美3상 결과분석 연기 등 종목 '재료'도 심각",0
449,증시요약(4) - 특징 종목(코스피),0
450,"[특징주]헬릭스미스, 임상3상 결과 발표 연기 소식에 '下'",0
451,[e공시 눈에 띄네]코스피-23일,0
452,"변동성완화장치(VI) 발동 종목, 발동시간 기준",0
453,[190924 마감체크] 기관의 매수는 계속된다,0
454,오후장 특징주★(코스닥),0
455,"현대차, 美 합작법인 설립…자율주행株 ""담아볼까""",0
456,52주 신고가 종목,0
457,"코스닥, 이틀째 하락세..헬릭스미스 하한가",0
458,"[특징주]한국항공우주, 文 대통령 美 무기 구매 발표에 약세",0
459,오전장 특징주★(코스닥),0
460,[뉴욕마감] 주요국 제조 경기 한파에 보합권 혼조,0
461,[특징주]아프리카돼지열병 또 확진에 백신·사료株 ‘급등’,0
462,"코미팜, 주식등의 대량보유자 소유주식수 변동",0
463,[0924 개장체크] 연기금 VS 바이오,0
464,장중 주요 종목 공시,0
465,오전장 특징주★(코스피),0
466,증시요약(9) - 기술적 분석 특징주 A(코스닥),0
467,증시요약(5) - 특징 종목(코스닥),0
468,"헬릭스미스 3상 실망..""바이오주 하락시 일부는 저점 매수""-하나",0
469,자율주행기술 업은 현대차그룹株 주가상승 시동거나,0
470,[코스피 마감]13일 연속 올라 2100선 돌파…최장랠리 '타이',0
471,"[오전] 코스피, 12일 연속 상승 부담감…헬릭스미스 영향 제한적",0
472,"변동성완화장치(VI) 발동 종목, 발동횟수 기준",0
473,"유로존 지수 부진·헬릭스미스 美3상 악재…韓증시 하락출발, 2100 '아른'",0
474,5거래일 기준 누적하락률 상위 종목(코스피),0
475,오후장★섹터동향,0
476,반도체 펀드 한달 수익률 10% '환호성',0
477,"[특징주]한 달 새 30% 오른 삼성중공업, 2%대 약세…왜?",0
478,증시요약(6) - 특징 상한가 및 급등주,0
479,"외국계 순매수,도 상위종목(코스닥) 수량기준",0
480,"""악재 끝?""…반등하는 엔터株",0
481,[특징주]서울 동북선 도시철도 착공 소식에 철도株 강세,0
482,[뉴욕증시] 트럼프 탄핵 리스크 저울질하며 'UP',0
483,"[특징주]대체육株, ASF 확산조짐에 강세…중국선 이미 인기",0
484,26일 장 마감 후 주요 종목뉴스,0
485,"[특징주]헬릭스미스, 기자간담회 뒤 거래 급증하며 낙폭 확대",0
486,"""지금이 LG전자 저가매수 기회""…계절성 반영한 주가 약세",0
487,"[Hot-Line] ""유니퀘스트, 숨겨진 5G 수혜주…자회사 지분가치 주목""",0
488,"[오전] 코스피, 2080선 회복...""미중 무역협상 조기타결 기대감""",0
489,[굿모닝 증시]트럼프 탄핵이슈가 불러올 파장,0
490,"[마켓인]SK네트웍스, 코웨이 인수 저울질… 아사아나 포기하나",0
491,[코스닥 마감]미중 무역협상 기대에 나흘만에 반등,0
492,"[특징주]동성제약, 췌장암 실험 성공에 강세",0
493,"외국계 순매수,도 상위종목(코스닥) 수량기준",0
494,[증시일정] 나인컴플렉스 유상증자 등,0
495,"자연과환경(043910)+6.33%, 이화공영 +4.04%, 코아스 +3.74%, 유진로봇 +3.12%",0
496,오후장 특징주★(코스닥),0
497,오전장 특징주★(코스닥),0
498,"외국계 순매수,도 상위종목(코스닥) 수량기준",0
499,증시요약(10) - 기술적 분석 특징주 B(코스닥),0
500,오후장★섹터동향,0
501,"[특징주] 남선알미늄, 이낙연 국회 대정부질문 앞두고 급락",0
502,제이스텍(090470)소폭 상승세 +3.36%,0
503,방역 구멍에 길어지는 돼지열병 테마…단기과열 주의보,0
504,코스닥 하락률 상위 50종목,0
505,"거래소, 코스닥 미래산업 릴레이 IR 컨퍼런스 개최",0
506,[코스피 마감]무역협상 호재에도 둔감한 코스피…2070선 제자리,0
507,[코스닥 공시] 윌링스 / 에스티오 / 삼보판지,0
508,"[특징주]샘표식품, 아프리카돼지열병 대체육 판매 기대감…""식물성고기 제조 핵심기술 확보""",0
509,"코스피, 하락 전환…달러 강세 부담",0
510,증시요약(9) - 기술적 분석 특징주 A(코스닥),0
511,코윈테크(282880)소폭 상승세 +4.48%,0
512,[특징주]ASF 여파로 대체육 몸값 상승에 관련株 동반 '강세',0
513,"변동성완화장치(VI) 발동 종목, 발동횟수 기준",0
514,증시요약(5) - 특징 종목(코스닥),0
515,52주 신고가 종목,0
516,장마감 후 주요 종목 공시,0
517,비상장·혁신벤처 투자 BDC 도입… 코스닥도 30% 투자 가능,0
518,"변동성완화장치(VI) 발동 종목, 발동시간 기준",0
519,오전장 기술적 분석 특징주 B(코스닥),0
520,테마주 광풍의 끝은…최대주주 지분털기,0
521,"신한금투, `신한 에프앤가이드 5G 테마주 ETN` 신규 상장",0
522,"[특징주]신라젠, 사상 최저가 찍고 급반등",0
523,"코스닥, 장중 1%대 상승..바이오株 급등세",0
524,"[특징주]바이오株, 에이치엘비發 호재에 투심 개선…동반 '급등'",0
525,[코스닥 마감]사흘 만에 1%대 상승..시총 상위 바이오株↑,0
526,[특징주] 홍정욱 딸 대마 밀반입 소식에 테마주 동반 급락,0
527,[재송]30일 장 마감 후 주요 종목 뉴스,0
528,"긴 터널의 끝 지났나…바이오株, 잇단 호재에 '환호'",0
529,"[특징주]홍정욱 테마주, 딸 마약 밀반입 의혹에 동반 급락",0
530,"[뉴욕증시] 백악관 '금융 전쟁' 부인, IT 주도 상승",0
531,"[특징주]신라젠, 펙사벡 선행요법 임상1상 결과에 상한가",0
532,오전장★섹터동향,0
533,오전장 특징주★(코스닥),0
534,"에스모 머티리얼즈(087730)소폭 상승세 +5.72%, 8거래일만에 반등",0
535,[유럽증시] 미·중 갈등 주시하며 英 제외 상승,0
536,[굿모닝 증시]경기 동행지수와 선행지수의 차별화… “유의미한 경기회복은 시기상조”,0
537,"동양네트웍스 ""포르스 제1호 사모투자로 최대주주 변경 가능""",0
538,"""상장사 실적, 올해까지 악화하고 내년부터 개선""",0
539,"외국계 순매수,도 상위종목(코스닥) 수량기준",0
540,"[증시일정] 제이테크놀로지 감자, 신대양제지 분할등",0
541,[1001 마감체크] 중소형주와 소외주의 회복이 지속,0
542,증시요약(9) - 기술적 분석 특징주 A(코스닥),0
543,장마감 후 주요 종목 공시,0
544,52주 신고가 종목,0
545,中 국경절 코앞인데…국내 소비株 주춤한 이유는,0
546,남자는 능력? 남자도 외모! '그루밍족' 늘고있다,0
547,"삼양옵틱스, LIG넥스원 출신 신임 CFO 선임",0
548,증시요약(10) - 기술적 분석 특징주 B(코스닥),0
549,오후장 특징주★(코스닥),0
550,"외국계 순매수,도 상위종목(코스닥) 수량기준",0
551,"변동성완화장치(VI) 발동 종목, 발동시간 기준",0
552,[특징주] 안철수 정계 복귀 움직임에 테마주 이틀째 강세,0
553,에이치엘비發 임상성공 호재…바이오株 희망 불씨 살리나,0
554,"외국계 순매수,도 상위종목(코스피) 수량기준",0
555,코스닥 사흘만에 상승 출발..시총 상위 바이오株 강세,0
556,오전장 특징주★(코스피),0
557,"외국계 순매수,도 상위종목(코스닥) 수량기준",0
558,전일대비 거래량 급증 종목(코스닥),0
559,5거래일 기준 누적상승률 상위 종목(코스피),0
560,'거꾸로 배팅' 개미…상승장서 울었다,0
561,전문경영인 '주식 부자' 1위… 김기남 삼성전자 부회장,0
562,[1002 마감체크] 우려와 기대의 반복 패턴,0
563,[뉴욕증시] 제조경기 한파에 주요 지수 1%선 하락,0
564,"외국인·기관 동반 매도세 증시 급락…코스피, 2030선으로 `털썩`",0
565,[코스닥 마감]하루 만에 하락 전환…620선으로 뒷걸음질,0
566,코스피 2% 하락 마감…'2030선' 턱걸이,0
567,[e공시 눈에 띄네]코스닥-1일,0
568,"[특징주] 정부, 자율주행 등 미래차에 내년 1조5000억 투자…관련株 강세",0
569,"[특징주]대우부품, 자율차보다 수소전기 플라잉카 빠르다…현대차 수소기술 확장 투자",0
570,[특징주]북·미 비핵화 실무협상 확정에 경협株 ‘강세’,0
571,2일 장 마감 후 주요 종목 뉴스,0
572,"[특징주]오성첨단소재, 의료용 대마 효능 검증에 이틀째 급등",0
573,오전장 특징주★(코스닥),0
574,[특징주]ASF로 대체육 수요 증가에 육계株 ‘강세’,0
575,증시요약(3) - 특징 섹터,0
576,"베일 벗은 'IPO 대어' 롯데리츠…""상장 후 배당수익률 6%대”",0
577,"[특징주] 경협주, 5일 미·북 비핵화 실무협상 진행 소식에 강세",0
578,"SG(255220)+14.80%, 부산산업 +9.62%, 성신양회 +3.63%, 고려시멘트 +3.36%, 한일현대시멘트 +3.18%",0
579,오전장 기술적 분석 특징주 B(코스닥),0
580,기관 매도에 코스닥 하락 출발...하루 만에 630선 밑으로,0
581,증시요약(9) - 기술적 분석 특징주 A(코스닥),0
582,"숨고르기 들어간 코스피..""핀테크·방위·中인바운드株""",0
583,"외국계 순매수,도 상위종목(코스피) 수량기준",0
584,[1002 마감체크] 우려와 기대의 반복 패턴,0
585,"외국계 순매수,도 상위종목(코스닥) 수량기준",0
586,[마켓인]몸집 불린 한앤컴퍼니…국내 M&A 불붙나,0
587,오전장 기술적 분석 특징주 B(코스피),0
588,오전장★섹터동향,0
589,"변동성완화장치(VI) 발동 종목, 발동시간 기준",0
590,"[특징주] 북·미, 5일 실무협상 개최 합의…대북株 강세",0
591,5거래일 기준 누적하락률 상위 종목(코스피),0
592,전일대비 거래량 급증 종목(코스피),0
593,오전장 특징주★(코스피),0
594,오전장 기술적 분석 특징주 A(코스닥),0
595,오전장 기술적 분석 특징주 B(코스닥),0
596,[코스피 마감]美 경기우려에 2% 가까이 하락…다시 2030선,0
597,오전장 기술적 분석 특징주 A(코스닥),0
598,장중 주요 종목 공시,0
599,"[클릭 e종목]켐트로닉스, 3분기 최대 실적 예상…주가 리레이팅 기대""",0
600,"[특징주] 올리패스, RNA치료제 기술이전으로 이익급증 기대…주가 재평가 시작↑",0
601,오전장 특징주★(코스닥),0
602,임상 결과에 널뛰는 바이오株…신중론 고개,0
603,8일 장 마감 후 주요 종목 뉴스,0
604,'선박 수주' 물만난 조선주…명암 엇갈려,0
605,"[특징주]크리스탈지노믹스, 노벨상 수상 ‘HIF-1α’기술 보유 부각↑",0
606,지분 5% 이상 슈퍼개미 72명…보유 주식가치 1조2400억,0
607,오전장★섹터동향,0
608,"코스피, 기관 순매수에 1% 이상 오르며 2040선 회복… 코스닥 630선",0
609,[증시일정] 골든센츄리 유상증자 등,0
610,[뉴욕증시] 미중 협상-파월 연설 앞두고 소폭 하락,0
611,"[특징주]헬릭스미스, VM202 신경 재생 효과 확인…치료제 넘어 재생의약 잠재력",0
612,[e공시 눈에 띄네]코스닥-7일,0
613,상장사 지분 5% 이상 '슈퍼개미' 72명… 1인당 주식 172억원 보유,0
614,"변동성완화장치(VI) 발동 종목, 발동시간 기준",0
615,[재송]7일 장 마감 후 주요 종목 뉴스,0
616,[코스닥 마감]외국인 대량 매수에 1.3% 상승…거래대금 1년래 최대,0
617,[굿모닝 증시]키워드는 '美中협상·경기부진',0
618,[유럽증시] 지표 부진 속 美 금리 인하 기대에 상승,0
619,증시요약(5) - 특징 종목(코스닥),0
620,"10월 8일 코스피, 24.52p 오른 2046.25 마감(1.21%↑)",0
621,"KH바텍(060720)소폭 상승세 +3.74%, 닷새만에 반등",0
622,증시요약(2) - 코스닥 마감시황,0
623,"외국인, 코스닥 2300억 순매수…'바이오·반도체·5G' 싹쓸이",0
624,전일대비 거래량 급증 종목(코스닥),0
625,전일대비 거래량 급증 종목(코스피),0
626,증시요약(9) - 기술적 분석 특징주 A(코스닥),0
627,오전장 특징주★(코스피),0
628,오후장 특징주★(코스닥),0
629,오후장 기술적 분석 특징주 A(코스닥),0
630,5거래일 기준 누적하락률 상위 종목(코스피),0
631,[코스피 마감]삼성전자 깜짝 실적에 2040선 안착,0
632,1억원 이상 매도체결 상위 20 종목(코스닥),0
633,"변동성완화장치(VI) 발동 종목, 발동시간 기준",0
634,"[특징주] 코오롱생명과학, 인보사 국내 판매 재개 계획 부인에 약세",0
635,코스닥 하락률 상위 50종목,0
636,"[마감시황]코스피, 삼성전자 호실적에 1%대 상승...2040선 마감",0
637,오전장 기술적 분석 특징주 A(코스피),0
638,증시요약(10) - 기술적 분석 특징주 B(코스닥),0
639,3Q 실적시즌 `역성장` 불가피…이익모멘텀 느는 삼바 등에 `관심`,0
640,[재송] 15일 장 마감 후 주요 종목뉴스,0
641,"[특징주] 베셀, 정부·현대차 플라잉카 상용화 계획...수직이착륙 기술 부각↑",0
642,[1016 마감체크] 금리보다는 경기를 봐야 할 때,0
643,"외국인이 담는 코스닥, 반등세 이어지나",0
644,[뉴욕증시] 3Q 어닝 시즌 출발 'GOOD' 강한 랠리,0
645,오전장 특징주★(코스닥),0
646,작년에 너무 달렸나… 화장품ODM株 주가 반토막,0
647,52주 신고가 종목,0
648,"[마감]코스피, 반도체株 기대감에 4일 연속 ↑...금리효과는 미미",0
649,"삼성전자, 메모리 반도체 재고 급감중…목표가↑-SK",0
650,오전장 기술적 분석 특징주 B(코스닥),0
651,증시요약(5) - 특징 종목(코스닥),0
652,[e공시 눈에 띄네] 코스닥-15일,0
653,[코스닥 마감]석달 만에 650회복…美기업 실적기대감,0
654,잇단 호재에 게임株 '두근두근',0
655,"증선위, 회계처리 위반 미래에셋생명에 감사인지정 조치",0
656,[코스피 마감]美 증시 호조에 훈풍…2080선 회복,0
657,장마감 후 주요 종목 공시,0
658,"[특징주]알티캐스트, 휴맥스로 최대주주 변경 소식에 `급등`",0
659,오전장★섹터동향,0
660,오후장 특징주★(코스닥),0
661,"변동성완화장치(VI) 발동 종목, 발동시간 기준",0
662,골드만삭스 `매도` 의견에 헬릭스미스 주가 15% `뚝`,0
